"Toxicant","strain1","strain2","Relative.Potency.Estimate","SE","t.value","p.value","Fraction.Comparison","p...0.05"
"Cadmium chloride","CB4856","ECA248",1.47175015450193,0.145103347972661,3.25113211440725,"0.001162","10/10","T"
"Cadmium chloride","CB4856","ECA36",1.06385807391119,0.0788824448332972,0.809534669547152,"0.418272","10/10","F"
"Cadmium chloride","CB4856","ECA396",0.878966846571926,0.057860331603522,-2.09181575828899,"0.036539","10/10","T"
"Cadmium chloride","CB4856","MY16",0.965634627858323,0.0682953221513944,-0.503187788842949,"0.614869","10/10","F"
"Cadmium chloride","CB4856","PD1074",0.789829978940919,0.0474050352774515,-4.43349572105581,"0.00001","10/10","T"
"Cadmium chloride","CB4856","RC301",0.85468709003307,0.0558308386498904,-2.60273557555122,"0.009294","10/10","T"
"Cadmium chloride","CB4856","XZ1516",1.04247543930901,0.0760164337814548,0.558766535024858,"0.576363","10/10","F"
"Cadmium chloride","ECA248","ECA36",0.722852360950644,0.0735470448469919,-3.76830421434249,"0.000168","10/10","T"
"Cadmium chloride","ECA248","ECA396",0.597225584711684,0.0573737398791281,-7.02018756554582,"<< 0.00001","10/10","T"
"Cadmium chloride","ECA248","MY16",0.656113148624138,0.0653162818224624,-5.26494836786007,"<< 0.00001","10/10","T"
"Cadmium chloride","ECA248","PD1074",0.536660367607173,0.0495854182756079,-9.34427193529904,"<< 0.00001","10/10","T"
"Cadmium chloride","ECA248","RC301",0.580728384786421,0.055686202529172,-7.52918310409007,"<< 0.00001","10/10","T"
"Cadmium chloride","ECA248","XZ1516",0.708323648630297,0.0715343807224586,-4.07742890095545,"0.000047","10/10","T"
"Cadmium chloride","ECA36","ECA396",0.826206867369508,0.0581063259929988,-2.99095029087595,"0.002804","10/10","T"
"Cadmium chloride","ECA36","MY16",0.907672415652437,0.068294894892736,-1.35189584071507,"0.176511","10/10","F"
"Cadmium chloride","ECA36","PD1074",0.742420439633614,0.0487918711815399,-5.2791490493982,"<< 0.00001","10/10","T"
"Cadmium chloride","ECA36","RC301",0.803384503057703,0.0566672012566487,-3.46965250766162,"0.000528","10/10","T"
"Cadmium chloride","ECA36","XZ1516",0.979900857899613,0.0753587195939762,-0.266712892796989,"0.789709","10/10","F"
"Cadmium chloride","ECA396","MY16",1.09860187744784,0.0738468831233522,1.33522057096349,"0.181906","10/10","F"
"Cadmium chloride","ECA396","PD1074",0.898589044650943,0.0503937521432261,-2.01237159441577,"0.04427","10/10","T"
"Cadmium chloride","ECA396","RC301",0.97237693704427,0.0599900024165505,-0.460461107567972,"0.645219","10/10","F"
"Cadmium chloride","ECA396","XZ1516",1.1860236178131,0.0822097466528818,2.26279273914514,"0.02372","10/10","T"
"Cadmium chloride","MY16","PD1074",0.817938748419451,0.0504892095501219,-3.60594378883694,"0.000316","10/10","T"
"Cadmium chloride","MY16","RC301",0.885104019031171,0.0591975144981863,-1.94089197735404,"0.052365","10/10","F"
"Cadmium chloride","MY16","XZ1516",1.07957545145322,0.0800555443587006,0.994003002423784,"0.320302","10/10","F"
"Cadmium chloride","PD1074","RC301",1.0821152815434,0.0599634781164018,1.36942158998844,"0.17097","10/10","F"
"Cadmium chloride","PD1074","XZ1516",1.31987322221785,0.0848351332927136,3.77052772598551,"0.000166","10/10","T"
"Cadmium chloride","RC301","XZ1516",1.21971590710312,0.0844261250593722,2.60246347855718,"0.009301","10/10","T"
"Copper(II) chloride","CB4856","ECA248",1.18690650454652,0.110454582911797,1.69215708048774,"0.090701","10/10","F"
"Copper(II) chloride","CB4856","ECA36",1.22203259153906,0.112483399878413,1.97391430005724,"0.048467","10/10","T"
"Copper(II) chloride","CB4856","ECA396",1.77841682413641,0.169215147300108,4.6001604262759,"0.000004","10/10","T"
"Copper(II) chloride","CB4856","MY16",1.03720125077131,0.0870950286118371,0.427134032381009,"0.669307","10/10","F"
"Copper(II) chloride","CB4856","PD1074",1.30114301513182,0.116945675227047,2.57506756489424,"0.010061","10/10","T"
"Copper(II) chloride","CB4856","RC301",1.39299173431399,0.128502187227293,3.05824937920214,"0.002242","10/10","T"
"Copper(II) chloride","CB4856","XZ1516",1.32937804140768,0.12450979974355,2.64539853157019,"0.008194","10/10","T"
"Copper(II) chloride","ECA248","ECA36",1.02959465371365,0.0995527209574079,0.297276191238562,"0.766273","10/10","F"
"Copper(II) chloride","ECA248","ECA396",1.49836302802628,0.14918564333467,3.34055621497234,"0.000844","10/10","T"
"Copper(II) chloride","ECA248","MY16",0.873869379600036,0.0778700064238949,-1.61975870033138,"0.10537","10/10","F"
"Copper(II) chloride","ECA248","PD1074",1.09624726981251,0.103758078767056,0.927612297338191,"0.35367","10/10","F"
"Copper(II) chloride","ECA248","RC301",1.17363223554513,0.113666599488114,1.52755722725116,"0.126709","10/10","F"
"Copper(II) chloride","ECA248","XZ1516",1.12003602332233,0.109999795975236,1.09123859965477,"0.27524","10/10","F"
"Copper(II) chloride","ECA36","ECA396",1.45529410299657,0.143196561192978,3.17950444622059,"0.001488","10/10","T"
"Copper(II) chloride","ECA36","MY16",0.848750890894848,0.0746161135037369,-2.02703011458211,"0.042732","10/10","T"
"Copper(II) chloride","ECA36","PD1074",1.06473675427358,0.0995699787524013,0.650163383428643,"0.515627","10/10","F"
"Copper(II) chloride","ECA36","RC301",1.13989736767955,0.109114006632163,1.28212107682161,"0.199881","10/10","F"
"Copper(II) chloride","ECA36","XZ1516",1.08784172419938,0.105471574951863,0.832847373706821,"0.404985","10/10","F"
"Copper(II) chloride","ECA396","MY16",0.583216058628424,0.0531754897567033,-7.83789567860137,"<< 0.00001","10/10","T"
"Copper(II) chloride","ECA396","PD1074",0.731629951692375,0.0705869558663765,-3.80197792940184,"0.000146","10/10","T"
"Copper(II) chloride","ECA396","RC301",0.783276291254397,0.0771527648388914,-2.80902063844582,"0.004996","10/10","T"
"Copper(II) chloride","ECA396","XZ1516",0.747506446950774,0.0745359262782456,-3.38754162800174,"0.000713","10/10","T"
"Copper(II) chloride","MY16","PD1074",1.25447497692876,0.107466949319888,2.36793710567968,"0.017939","10/10","T"
"Copper(II) chloride","MY16","RC301",1.34302936221692,0.118416677845483,2.89679940746625,"0.003792","10/10","T"
"Copper(II) chloride","MY16","XZ1516",1.28169729878275,0.114717790193533,2.45556768751838,"0.014112","10/10","T"
"Copper(II) chloride","PD1074","RC301",1.07059079448915,0.100326250869281,0.703612403309321,"0.481719","10/10","F"
"Copper(II) chloride","PD1074","XZ1516",1.02170017127056,0.0970588251214817,0.223577518514203,"0.823099","10/10","F"
"Copper(II) chloride","RC301","XZ1516",0.954333043521159,0.0927061067580711,-0.492599226478306,"0.622325","10/10","F"
"Methylmercury chloride","CB4856","ECA248",1.00554341161324,0.147733064723231,0.0375231612748464,"0.970071","10/10","F"
"Methylmercury chloride","CB4856","ECA36",0.928430863926304,0.129794168459733,-0.551404866050661,"0.581411","10/10","F"
"Methylmercury chloride","CB4856","ECA396",0.724282583801754,0.0998501405906867,-2.76131224820692,"0.005803","10/10","T"
"Methylmercury chloride","CB4856","MY16",1.24852254911541,0.195728196387353,1.26973299556479,"0.20431","10/10","F"
"Methylmercury chloride","CB4856","PD1074",0.858980558789301,0.116614670442824,-1.20927702042292,"0.226683","10/10","F"
"Methylmercury chloride","CB4856","RC301",0.669416752997164,0.0919034054560886,-3.59707287626886,"0.000329","10/10","T"
"Methylmercury chloride","CB4856","XZ1516",0.620774614640984,0.0843496038991614,-4.49587630325299,"0.000007","10/10","T"
"Methylmercury chloride","ECA248","ECA36",0.92331256234555,0.131982435907569,-0.58104275108361,"0.561269","10/10","F"
"Methylmercury chloride","ECA248","ECA396",0.720289721395276,0.101879762401075,-2.7454940217035,"0.00609","10/10","T"
"Methylmercury chloride","ECA248","MY16",1.24163962957338,0.199194910283719,1.213081344444,"0.225225","10/10","F"
"Methylmercury chloride","ECA248","PD1074",0.854245126434871,0.118716980059203,-1.22775085326836,"0.219668","10/10","F"
"Methylmercury chloride","ECA248","RC301",0.66572635777424,0.0932652516765013,-3.58411773106255,"0.000345","10/10","T"
"Methylmercury chloride","ECA248","XZ1516",0.617352376308695,0.0856004744850787,-4.47015774145044,"0.000008","10/10","T"
"Methylmercury chloride","ECA36","ECA396",0.780114720377548,0.104412951361337,-2.10591958905084,"0.035321","10/10","T"
"Methylmercury chloride","ECA36","MY16",1.34476631230832,0.20727355841013,1.66333957381163,"0.096383","10/10","F"
"Methylmercury chloride","ECA36","PD1074",0.925196040076371,0.121327686679446,-0.616544846200394,"0.537597","10/10","F"
"Methylmercury chloride","ECA36","RC301",0.721019495373325,0.0953716381689334,-2.92519358986486,"0.003477","10/10","T"
"Methylmercury chloride","ECA36","XZ1516",0.668627723141116,0.0873418720526968,-3.79396810568651,"0.000152","10/10","T"
"Methylmercury chloride","ECA396","MY16",1.72380584186067,0.262839462644143,2.7537944058295,"0.005938","10/10","T"
"Methylmercury chloride","ECA396","PD1074",1.18597433929795,0.153514333913811,1.2114460881703,"0.225851","10/10","F"
"Methylmercury chloride","ECA396","RC301",0.924248032423202,0.120863718743245,-0.626755227825822,"0.530883","10/10","F"
"Methylmercury chloride","ECA396","XZ1516",0.857088971244542,0.110621158308392,-1.29189597126661,"0.196525","10/10","F"
"Methylmercury chloride","MY16","PD1074",0.687997633200857,0.103686719408859,-3.00908707091841,"0.002649","10/10","T"
"Methylmercury chloride","MY16","RC301",0.536167130879177,0.0815695624822353,-5.68634739486116,"<< 0.00001","10/10","T"
"Methylmercury chloride","MY16","XZ1516",0.497207371289217,0.0751405533884777,-6.69136180181344,"<< 0.00001","10/10","T"
"Methylmercury chloride","PD1074","RC301",0.779315371165886,0.099533520763861,-2.21718901472077,"0.026709","10/10","T"
"Methylmercury chloride","PD1074","XZ1516",0.722687618816357,0.0909693797317959,-3.04841455444942,"0.002327","10/10","T"
"Methylmercury chloride","RC301","XZ1516",0.927336538653394,0.117588667508529,-0.617946124283922,"0.536673","10/10","F"
"Paraquat","CB4856","ECA248",1.60260648058358,0.216882835279417,2.77848857797909,"0.005505","10/10","T"
"Paraquat","CB4856","ECA36",0.926029974373272,0.107418944723757,-0.688612477221333,"0.491136","10/10","F"
"Paraquat","CB4856","ECA396",1.41452288113689,0.170922459993982,2.42521012833239,"0.015375","10/10","T"
"Paraquat","CB4856","MY16",1.41541257609252,0.173288904107991,2.39722547863563,"0.016598","10/10","T"
"Paraquat","CB4856","PD1074",1.21918358632814,0.143819619571598,1.52401728624393,"0.12764","10/10","F"
"Paraquat","CB4856","RC301",1.47198812456583,0.18405187670038,2.56442983917075,"0.010397","10/10","T"
"Paraquat","CB4856","XZ1516",1.38473826656571,0.169276393830381,2.2728406357193,"0.023127","10/10","T"
"Paraquat","ECA248","ECA36",0.57782742400746,0.0774170414782209,-5.45322538722054,"<< 0.00001","10/10","T"
"Paraquat","ECA248","ECA396",0.88263893742761,0.122038770572958,-0.961670311995063,"0.336315","10/10","F"
"Paraquat","ECA248","MY16",0.883194092399469,0.122922483589708,-0.950240380680942,"0.342089","10/10","F"
"Paraquat","ECA248","PD1074",0.760750440672237,0.103263806964479,-2.31687719405949,"0.020597","10/10","T"
"Paraquat","ECA248","RC301",0.918496301119295,0.130284416002311,-0.62558287001309,"0.53165","10/10","F"
"Paraquat","ECA248","XZ1516",0.864053829397637,0.120032179631345,-1.13258103801743,"0.257507","10/10","F"
"Paraquat","ECA36","ECA396",1.52751306143651,0.182141548393255,2.89617095105385,"0.003813","10/10","T"
"Paraquat","ECA36","MY16",1.52847382402547,0.184847439671598,2.85897291823117,"0.004288","10/10","T"
"Paraquat","ECA36","PD1074",1.31657032716816,0.153163676513297,2.06687600072512,"0.038856","10/10","T"
"Paraquat","ECA36","RC301",1.58956855102024,0.19634083074685,3.00278117790176,"0.002704","10/10","T"
"Paraquat","ECA36","XZ1516",1.49534929201713,0.180599313941133,2.74280827101365,"0.006138","10/10","T"
"Paraquat","ECA396","MY16",1.00062897176673,0.125786145622843,0.0050003262570476,"0.996011","10/10","F"
"Paraquat","ECA396","PD1074",0.86190446445677,0.104384463948583,-1.32295104385698,"0.185982","10/10","F"
"Paraquat","ECA396","RC301",1.04062517771558,0.133274980850948,0.30482223637317,"0.760529","10/10","F"
"Paraquat","ECA396","XZ1516",0.978943702524457,0.122985376546311,-0.171209765476582,"0.864074","10/10","F"
"Paraquat","MY16","PD1074",0.861362691642812,0.105876760702117,-1.30942151457809,"0.190521","10/10","F"
"Paraquat","MY16","RC301",1.0399710652773,0.134756841072171,0.296616223408606,"0.766786","10/10","F"
"Paraquat","MY16","XZ1516",0.978328361606415,0.123486847181803,-0.175497543974698,"0.860704","10/10","F"
"Paraquat","PD1074","RC301",1.20735559522998,0.151363266781564,1.36992019027454,"0.170844","10/10","F"
"Paraquat","PD1074","XZ1516",1.13579142804586,0.139500133673756,0.973414322049539,"0.330449","10/10","F"
"Paraquat","RC301","XZ1516",0.940726520449442,0.121722927962537,-0.486954105875608,"0.626337","10/10","F"
"Silver nitrate","CB4856","ECA248",0.762082300299656,0.0772712697733242,-3.07899301251652,"0.002091","10/10","T"
"Silver nitrate","CB4856","ECA36",0.94759421894715,0.106952573917943,-0.48999083549927,"0.624167","10/10","F"
"Silver nitrate","CB4856","ECA396",0.759588706207628,0.0789146297713652,-3.0464730619519,"0.00233","10/10","T"
"Silver nitrate","CB4856","MY16",3.19563922015585,0.40153350415245,5.4681345328589,"<< 0.00001","10/10","T"
"Silver nitrate","CB4856","PD1074",1.19070502464078,0.129654273394348,1.4708734208918,"0.141403","10/10","F"
"Silver nitrate","CB4856","RC301",1.3343986986587,0.158099633433428,2.11511368746793,"0.034481","10/10","T"
"Silver nitrate","CB4856","XZ1516",0.651356058751818,0.0652657300691244,-5.34191436882611,"<< 0.00001","10/10","T"
"Silver nitrate","ECA248","ECA36",1.24342766991774,0.128024207076156,1.90141907907254,"0.057318","10/10","F"
"Silver nitrate","ECA248","ECA396",0.996727920211443,0.0924147901289133,-0.0354064515430125,"0.971757","10/10","F"
"Silver nitrate","ECA248","MY16",4.19329935743069,0.494421610887349,6.45865651321271,"<< 0.00001","10/10","T"
"Silver nitrate","ECA248","PD1074",1.56243626728057,0.15481502154095,3.63295668393393,"0.000284","10/10","T"
"Silver nitrate","ECA248","RC301",1.75099027773511,0.190341100329574,3.94549719653177,"0.000081","10/10","T"
"Silver nitrate","ECA248","XZ1516",0.854705664330087,0.0756723830729863,-1.92004440417551,"0.054923","10/10","F"
"Silver nitrate","ECA36","ECA396",0.801597024358791,0.0844919720232551,-2.34818729981354,"0.018913","10/10","T"
"Silver nitrate","ECA36","MY16",3.37237095400018,0.429131546788316,5.52830704653469,"<< 0.00001","10/10","T"
"Silver nitrate","ECA36","PD1074",1.25655581348285,0.138731193188859,1.84930157079812,"0.064487","10/10","F"
"Silver nitrate","ECA36","RC301",1.40819632705371,0.169009667990401,2.41522471410862,"0.01577","10/10","T"
"Silver nitrate","ECA36","XZ1516",0.68737867509948,0.0697928776743578,-4.4792726037055,"0.000008","10/10","T"
"Silver nitrate","ECA396","MY16",4.20706521047503,0.502946538721851,6.3765529008813,"<< 0.00001","10/10","T"
"Silver nitrate","ECA396","PD1074",1.56756546656094,0.158799189337379,3.57410808537011,"0.000356","10/10","T"
"Silver nitrate","ECA396","RC301",1.75673846616402,0.195842261763163,3.86402025462292,"0.000113","10/10","T"
"Silver nitrate","ECA396","XZ1516",0.85751151041176,0.0783676686386337,-1.81820503357421,"0.069107","10/10","F"
"Silver nitrate","MY16","PD1074",0.372603082704284,0.045985118915943,-13.643477109248,"<< 0.00001","10/10","T"
"Silver nitrate","MY16","RC301",0.417568632354445,0.0552940904463506,-10.5333384262946,"<< 0.00001","10/10","T"
"Silver nitrate","MY16","XZ1516",0.20382653168215,0.0237347632949282,-33.544613798107,"<< 0.00001","10/10","T"
"Silver nitrate","PD1074","RC301",1.1206794890794,0.130549080573355,0.924399379523679,"0.355334","10/10","F"
"Silver nitrate","PD1074","XZ1516",0.547033938105973,0.053204033969097,-8.51375409160004,"<< 0.00001","10/10","T"
"Silver nitrate","RC301","XZ1516",0.488127018863658,0.0528174592002359,-9.69135942711261,"<< 0.00001","10/10","T"
"Nickel chloride","CB4856","ECA248",0.755563495085144,0.07163483347981,-3.41225759928303,"0.000653","10/10","T"
"Nickel chloride","CB4856","ECA36",0.759600095167992,0.0561681674215197,-4.28000263971409,"0.000019","10/10","T"
"Nickel chloride","CB4856","ECA396",0.909472603320885,0.065258380780471,-1.38721487717644,"0.165484","10/10","F"
"Nickel chloride","CB4856","MY16",1.05184510161376,0.0783824252075351,0.661437834776014,"0.508385","10/10","F"
"Nickel chloride","CB4856","PD1074",0.743363693713904,0.0549491089274859,-4.67043617804192,"0.000003","10/10","T"
"Nickel chloride","CB4856","RC301",0.538046850156334,0.0300358550320643,-15.3800565807271,"<< 0.00001","10/10","T"
"Nickel chloride","CB4856","XZ1516",1.36985538277304,0.12026115842288,3.07543505836269,"0.002122","10/10","T"
"Nickel chloride","ECA248","ECA36",1.00534250279309,0.0943735562795004,0.056610167124209,"0.95486","10/10","F"
"Nickel chloride","ECA248","ECA396",1.20370109095649,0.11080764466374,1.83833066368881,"0.066117","10/10","F"
"Nickel chloride","ECA248","MY16",1.39213329979002,0.132461220707667,2.96036302319328,"0.003098","10/10","T"
"Nickel chloride","ECA248","PD1074",0.983853373739469,0.0917939895615291,-0.175900691730018,"0.860384","10/10","F"
"Nickel chloride","ECA248","RC301",0.712113348059121,0.0570617253512944,-5.04517958699172,"<< 0.00001","10/10","T"
"Nickel chloride","ECA248","XZ1516",1.81302483733504,0.19421200478316,4.18627488163147,"0.000029","10/10","T"
"Nickel chloride","ECA36","ECA396",1.19730448838312,0.0824939169176787,2.39174590994407,"0.016833","10/10","T"
"Nickel chloride","ECA36","MY16",1.38473534732923,0.0979351457488636,3.92847066686162,"0.000088","10/10","T"
"Nickel chloride","ECA36","PD1074",0.978625066587837,0.0700585066925633,-0.305101185013293,"0.760311","10/10","F"
"Nickel chloride","ECA36","RC301",0.708329097875297,0.0371616339153371,-7.84871038741724,"<< 0.00001","10/10","T"
"Nickel chloride","ECA36","XZ1516",1.8033902200474,0.150087495994183,5.35281246932484,"<< 0.00001","10/10","T"
"Nickel chloride","ECA396","MY16",1.15654402097767,0.0796199076052406,1.96614170608966,"0.049379","10/10","T"
"Nickel chloride","ECA396","PD1074",0.817356884637927,0.0566735920496816,-3.22271994339027,"0.001284","10/10","T"
"Nickel chloride","ECA396","RC301",0.59160314251544,0.029153660468162,-14.0084247029823,"<< 0.00001","10/10","T"
"Nickel chloride","ECA396","XZ1516",1.50620851883948,0.123551313493419,4.09715206197661,"0.000043","10/10","T"
"Nickel chloride","MY16","PD1074",0.706723539971255,0.0508902538300835,-5.76291996907621,"<< 0.00001","10/10","T"
"Nickel chloride","MY16","RC301",0.511526696593301,0.0269809650524191,-18.1043673737275,"<< 0.00001","10/10","T"
"Nickel chloride","MY16","XZ1516",1.30233565823653,0.105101372448867,2.87660999273462,"0.004049","10/10","T"
"Nickel chloride","PD1074","RC301",0.723800280678505,0.0381426438545898,-7.24123163497644,"<< 0.00001","10/10","T"
"Nickel chloride","PD1074","XZ1516",1.84277950935313,0.157430713498479,5.35333602080935,"<< 0.00001","10/10","T"
"Nickel chloride","RC301","XZ1516",2.54597788719516,0.177486278272294,8.7104079382597,"<< 0.00001","10/10","T"
"Zinc chloride","CB4856","ECA248",0.859723418427917,0.0660199626754132,-2.12476008600235,"0.033707","10/10","T"
"Zinc chloride","CB4856","ECA36",0.832557887079766,0.0641317768718461,-2.61090712104909,"0.009086","10/10","T"
"Zinc chloride","CB4856","ECA396",1.20969895431473,0.101695876971649,2.06202021713417,"0.039312","10/10","T"
"Zinc chloride","CB4856","MY16",0.864746881032501,0.06692350216242,-2.02101077494788,"0.043388","10/10","T"
"Zinc chloride","CB4856","PD1074",0.815499686272993,0.065365075266295,-2.82261303877275,"0.004802","10/10","T"
"Zinc chloride","CB4856","RC301",0.981523579248364,0.07620602791339,-0.242453533631687,"0.808449","10/10","F"
"Zinc chloride","CB4856","XZ1516",0.992716032649831,0.0770421475920933,-0.0945452272272441,"0.924684","10/10","F"
"Zinc chloride","ECA248","ECA36",0.968402010732909,0.0657486763583067,-0.480587458443924,"0.630853","10/10","F"
"Zinc chloride","ECA248","ECA396",1.40707921685648,0.107789539434037,3.77661152458671,"0.000163","10/10","T"
"Zinc chloride","ECA248","MY16",1.00584311477029,0.0687240190645255,0.0850228908295924,"0.93225","10/10","F"
"Zinc chloride","ECA248","PD1074",0.9485605123613,0.0678437582383257,-0.758205161011282,"0.448401","10/10","F"
"Zinc chloride","ECA248","RC301",1.14167365714333,0.078389298910603,1.80730863921739,"0.070837","10/10","F"
"Zinc chloride","ECA248","XZ1516",1.15469232473055,0.0792597176111051,1.9517143057406,"0.051087","10/10","F"
"Zinc chloride","ECA36","ECA396",1.45299080470885,0.111727809792549,4.05441407604734,"0.000052","10/10","T"
"Zinc chloride","ECA36","MY16",1.0386627698233,0.0712086902306458,0.542950160971479,"0.587214","10/10","F"
"Zinc chloride","ECA36","PD1074",0.979511093376817,0.0702846493498302,-0.291513250940516,"0.770684","10/10","F"
"Zinc chloride","ECA36","RC301",1.17892532697168,0.0812284817853872,2.20274124345222,"0.027706","10/10","T"
"Zinc chloride","ECA36","XZ1516",1.1923687806644,0.0821351725971247,2.34209991385756,"0.019256","10/10","T"
"Zinc chloride","ECA396","MY16",0.714844695821336,0.0552247347613463,-5.16354320959552,"<< 0.00001","10/10","T"
"Zinc chloride","ECA396","PD1074",0.674134406220892,0.0538818486946596,-6.04778049887895,"<< 0.00001","10/10","T"
"Zinc chloride","ECA396","RC301",0.811378381164575,0.0628323674795358,-3.00198172378048,"0.00271","10/10","T"
"Zinc chloride","ECA396","XZ1516",0.820630644598833,0.0634942799502646,-2.8249687301229,"0.004767","10/10","T"
"Zinc chloride","MY16","PD1074",0.943050162030412,0.0680491145178327,-0.836893152440128,"0.402735","10/10","F"
"Zinc chloride","MY16","RC301",1.13504147950951,0.078683121863508,1.71626997393121,"0.08624","10/10","F"
"Zinc chloride","MY16","XZ1516",1.14798451942901,0.079562145696531,1.85998653170388,"0.063008","10/10","F"
"Zinc chloride","PD1074","RC301",1.2035854774318,0.0872241044206851,2.33405064785646,"0.019674","10/10","T"
"Zinc chloride","PD1074","XZ1516",1.21731013433831,0.088193175905873,2.46402436590157,"0.013807","10/10","T"
"Zinc chloride","RC301","XZ1516",1.0114031426632,0.0704246955605791,0.16191965861456,"0.871383","10/10","F"
"Aldicarb","CB4856","ECA248",1.32992046550826,0.0754194993533047,4.37447169945713,"0.000013","10/10","T"
